Device Identifier;Device Name;Device Manufacturer;Bluetooth Version
HUAWEI G610-U00;G610;Huawei;N/A
HUAWEI G610-U30;G610;Huawei;N/A
HUAWEI G610-T01;G610-T01;Huawei;N/A
HUAWEI G610-T11;G610-T11;Huawei;N/A
HUAWEI G610-U15;G610-U15;Huawei;N/A
HUAWEI G610-U20;G610-U20;Huawei;N/A
HUAWEI G610-C00;G610C;Huawei;N/A
G615-U10;G615-U10;Huawei;N/A
HUAWEI G615-U10;G615-U10;Huawei;N/A
HUAWEI G616-L076;G616-L076;Huawei;N/A
HUAWEI G620-A2;G620-A2;Huawei;N/A
HUAWEI G620-L72;G620-L72;Huawei;N/A
G620-L75;G620-L75;Huawei;N/A
G620S-L01;G620S-L01;Huawei;N/A
G620S-L02;G620S-L02;Huawei;N/A
G620S-L03;G620S-L03;Huawei;N/A
HUAWEI G620;G620S-L03;Huawei;N/A
Personal Huawei G620S;G620S-L03;Huawei;N/A
G620S-UL00;G620S-UL00;Huawei;N/A
G621-TL00;G621-TL00;Huawei;N/A
G621-TL00M;G621-TL00M;Huawei;N/A
HUAWEI G628-TL00;G628-TL00;Huawei;N/A
HUAWEI G629-UL00;G629-UL00;Huawei;N/A
HUAWEI G630-T00;G630;Huawei;N/A
HUAWEI G630-U00;G630-U00;Huawei;N/A
G630-U10;G630-U10;Huawei;N/A
G630-U20;G630-U20;Huawei;N/A
G630-U251;G630-U251;Huawei;N/A
HUAWEI G630-U251;G630-U251;Huawei;N/A
HUAWEI G660-L075;G660-L075;Huawei;N/A
HUAWEI RIO-TL00;G7 Plus;Huawei;N/A
HUAWEI RIO-UL00;G7 Plus;Huawei;N/A
G7-L01;G7-L01;Huawei;N/A
HUAWEI G7-L01;G7-L01;Huawei;N/A
HUAWEI G7-L02;G7-L02;Huawei;N/A
G7-L03;G7-L03;Huawei;N/A
HUAWEI G7;G7-L03;Huawei;N/A
HUAWEI G7-L03;G7-L03;Huawei;N/A
HUAWEI G7-L11;G7-L11;Huawei;N/A
G7-TL00;G7-TL00;Huawei;N/A
HUAWEI G7-TL00;G7-TL00;Huawei;N/A
HUAWEI G7-UL20;G7-UL20;Huawei;N/A
HUAWEI G700-T00;G700;Huawei;N/A
HUAWEI G700-U00;G700;Huawei;N/A
HUAWEI G700-T01;G700-T01;Huawei;N/A
HUAWEI G700-U10;G700-U10;Huawei;N/A
HUAWEI G700-U20;G700-U20;Huawei;N/A
HUAWEI G716-L070;G716;Huawei;N/A
HUAWEI G718;G718;Huawei;N/A
HUAWEI G730-C00;G730;Huawei;N/A
HUAWEI G730-T00;G730;Huawei;N/A
HUAWEI G730-U00;G730;Huawei;N/A
HUAWEI G730-L075;G730-L075;Huawei;N/A
HUAWEI G730-U10;G730-U10;Huawei;N/A
HUAWEI G730-U251;G730-U251;Huawei;N/A
HUAWEI G730-U27;G730-U27;Huawei;N/A
HUAWEI G730-U30;G730-U30;Huawei;N/A
G735-L03;G735-L03;Huawei;N/A
G735-L12;G735-L12;Huawei;N/A
G735-L23;G735-L23;Huawei;N/A
G740-L00;G740;Huawei;N/A
Orange Yumo;G740;Huawei;N/A
HUAWEI G750-T00;G750-T00;Huawei;N/A
HUAWEI G750-T01;G750-T01;Huawei;N/A
HUAWEI G750-T01M;G750-T01M;Huawei;N/A
HUAWEI G750-T20;G750-T20;Huawei;N/A
HUAWEI G750-U10;G750-U10;Huawei;N/A
HUAWEI G7500;G7500;Huawei;N/A
HUAWEI RIO-L02;G8;Huawei;N/A
HUAWEI RIO-L03;G8;Huawei;N/A
RIO-L03;G8;Huawei;N/A
HUAWEI RIO-L02;G8;Huawei;N/A
HUAWEI RIO-L03;G8;Huawei;N/A
HUAWEI MLA-TL00;G9 Plus;Huawei;N/A
HUAWEI MLA-TL10;G9 Plus;Huawei;N/A
HUAWEI MLA-UL00;G9 Plus;Huawei;N/A
MLA-TL00;G9 Plus;Huawei;N/A
MLA-UL00;G9 Plus;Huawei;N/A
HUAWEI VNS-AL00;G9\xe9\x9d\x92\xe6\x98\xa5\xe7\x89\x88;Huawei;N/A
HUAWEI TAG-L01;GR3;Huawei;N/A
HUAWEI TAG-L03;GR3;Huawei;N/A
HUAWEI TAG-L13;GR3;Huawei;N/A
HUAWEI TAG-L21;GR3;Huawei;N/A
HUAWEI TAG-L22;GR3;Huawei;N/A
HUAWEI TAG-L23;GR3;Huawei;N/A
DIG-L01;GR3 2017;Huawei;N/A
DIG-L21;GR3 2017;Huawei;N/A
DIG-L22;GR3 2017;Huawei;N/A
HUAWEI TAG-L32;GR3 Smart touch;Huawei;N/A
HUAWEI KII-L03;GR5;Huawei;N/A
HUAWEI KII-L05;GR5;Huawei;N/A
HUAWEI KII-L21;GR5;Huawei;N/A
HUAWEI KII-L22;GR5;Huawei;N/A
HUAWEI KII-L23;GR5;Huawei;N/A
HUAWEI KII-L33;GR5;Huawei;N/A
KII-L21;GR5;Huawei;N/A
H1621;GR5W;Huawei;N/A
HUAWEI NMO-L21;GT3;Huawei;N/A
HUAWEI NMO-L22;GT3;Huawei;N/A
HUAWEI NMO-L23;GT3;Huawei;N/A
HUAWEI NMO-L31;GT3;Huawei;N/A
HUAWEI;GX8;Huawei;N/A
HUAWEI RIO-L01;GX8;Huawei;N/A
Orinoquia Gran Roraima + S7-722u;Gran_Roraima;Huawei;N/A
H30-C00;H30-C00;Huawei;N/A
HONOR H30-L01;H30-L01;Huawei;N/A
HONOR H30-L01M;H30-L01M;Huawei;N/A
H30-L02;H30-L02;Huawei;N/A
HONOR H30-L02;H30-L02;Huawei;N/A
H30-T00;H30-T00;Huawei;N/A
H60-L01;H60;Huawei;N/A
HW-H60-J1;H60-J1;Huawei;N/A
H60-L01;H60-L01;Huawei;N/A
H60-L02;H60-L02;Huawei;N/A
H60-L03;H60-L03;Huawei;N/A
H60-L04;H60-L04;Huawei;N/A
H60-L11;H60-L11;Huawei;N/A
H60-L12;H60-L12;Huawei;N/A
H60-L21;H60-L21;Huawei;N/A
H60-L21;H60-L21;Huawei;N/A
HUAWEI H871G;H871G;Huawei;N/A
H882L;H882L;Huawei;N/A
HUAWEI H891L;H891L;Huawei;N/A
HUAWEI H892L;H892L;Huawei;N/A
CAG-L22;HAUWEI Y5 Lite 2018;Huawei;N/A
HRY-LX1T;HONOR 10i;Huawei;N/A
HRY-AL00Ta;HONOR 20i;Huawei;N/A
Che2-L12;HONOR 4X;Huawei;N/A
PCT-AL10;HONOR V20;Huawei;N/A
PCT-TL10;HONOR V20;Huawei;N/A
PCT-L29;HONOR View20;Huawei;N/A
SLA-L03;HUAWEI G Elite Plus;Huawei;N/A
BLL-L21;HUAWEI GR5 2017;Huawei;N/A
BLL-L22;HUAWEI GR5 2017;Huawei;N/A
HUAWEI BLL-L21;HUAWEI GR5 2017;Huawei;N/A
HUAWEI BLL-L22;HUAWEI GR5 2017;Huawei;N/A
HMA-L29;HUAWEI Mate 20;Huawei;N/A
LYA-L0C;HUAWEI Mate 20 Pro;Huawei;N/A
LYA-L29;HUAWEI Mate 20 Pro;Huawei;N/A
SNE-LX1;HUAWEI Mate 20 lite;Huawei;N/A
BLL-L23;HUAWEI Mate 9 lite;Huawei;N/A
HUAWEI BLL-L23;HUAWEI Mate 9 lite;Huawei;N/A
BND-L34;HUAWEI Mate SE;Huawei;N/A
701HW;HUAWEI MediaPad M3 Lite;Huawei;N/A
702HW;HUAWEI MediaPad M3 Lite;Huawei;N/A
CPN-AL00;HUAWEI MediaPad M3 Lite;Huawei;N/A
CPN-L09;HUAWEI MediaPad M3 Lite;Huawei;N/A
CPN-W09;HUAWEI MediaPad M3 Lite;Huawei;N/A
HDN-L09;HUAWEI MediaPad M3 Lite 10 wp;Huawei;N/A
HDN-W09;HUAWEI MediaPad M3 Lite 10 wp;Huawei;N/A
CMR-AL09;HUAWEI MediaPad M5 10.8;Huawei;N/A
CMR-W09;HUAWEI MediaPad M5 10.8;Huawei;N/A
SHT-AL09;HUAWEI MediaPad M5 8.4;Huawei;N/A
SHT-W09;HUAWEI MediaPad M5 8.4;Huawei;N/A
CMR-AL19;HUAWEI MediaPad M5 Pro;Huawei;N/A
CMR-W19;HUAWEI MediaPad M5 Pro;Huawei;N/A
BAH2-L09;HUAWEI MediaPad M5 lite;Huawei;N/A
BAH2-W19;HUAWEI MediaPad M5 lite;Huawei;N/A
JDN2-L09;HUAWEI MediaPad M5 lite;Huawei;N/A
AGS-L03;HUAWEI MediaPad T3 10;Huawei;N/A
AGS-L09;HUAWEI MediaPad T3 10;Huawei;N/A
AGS-W09;HUAWEI MediaPad T3 10;Huawei;N/A
BG2-U03;HUAWEI MediaPad T3 7;Huawei;N/A
AGS2-W09;HUAWEI MediaPad T5;Huawei;N/A
FIG-LA1;HUAWEI P smart;Huawei;N/A
FIG-LX2;HUAWEI P smart;Huawei;N/A
FIG-LX3;HUAWEI P smart;Huawei;N/A
POT-LX1;HUAWEI P smart 2019;Huawei;N/A
POT-LX1AF;HUAWEI P smart 2019;Huawei;N/A
POT-LX3;HUAWEI P smart 2019;Huawei;N/A
POT-LX1T;HUAWEI P smart+ 2019;Huawei;N/A
ANE-LX2J;HUAWEI P20 Lite;Huawei;N/A
HWV32;HUAWEI P20 Lite;Huawei;N/A
ELE-AL00;HUAWEI P30;Huawei;N/A
ELE-L04;HUAWEI P30;Huawei;N/A
ELE-L09;HUAWEI P30;Huawei;N/A
ELE-L29;HUAWEI P30;Huawei;N/A
ELE-TL00;HUAWEI P30;Huawei;N/A
VOG-AL00;HUAWEI P30 Pro;Huawei;N/A
VOG-AL10;HUAWEI P30 Pro;Huawei;N/A
VOG-L04;HUAWEI P30 Pro;Huawei;N/A
VOG-L09;HUAWEI P30 Pro;Huawei;N/A
VOG-L29;HUAWEI P30 Pro;Huawei;N/A
VOG-TL00;HUAWEI P30 Pro;Huawei;N/A
MAR-LX1A;HUAWEI P30 lite;Huawei;N/A
MAR-LX1M;HUAWEI P30 lite;Huawei;N/A
SLA-L02;HUAWEI P9 lite mini;Huawei;N/A
SLA-L22;HUAWEI P9 lite mini;Huawei;N/A
SLA-L23;HUAWEI P9 lite mini;Huawei;N/A
ARS-L22;HUAWEI Y MAX;Huawei;N/A
CRO-L02;HUAWEI Y3 2017;Huawei;N/A
CRO-L22;HUAWEI Y3 2017;Huawei;N/A
HUAWEI CRO-L02;HUAWEI Y3 2017;Huawei;N/A
HUAWEI CRO-L22;HUAWEI Y3 2017;Huawei;N/A
CAG-L02;HUAWEI Y3 2018;Huawei;N/A
CAG-L22;HUAWEI Y3 2018;Huawei;N/A
DRA-L01;HUAWEI Y5 2018;Huawei;N/A
DRA-L21;HUAWEI Y5 2018;Huawei;N/A
DRA-LX2;HUAWEI Y5 2018;Huawei;N/A
DRA-LX3;HUAWEI Y5 2018;Huawei;N/A
AMN-LX9;HUAWEI Y5 2019;Huawei;N/A
DRA-LX2;HUAWEI Y5 Prime 2018;Huawei;N/A
DRA-LX5;HUAWEI Y5 lite;Huawei;N/A
CRO-L03;HUAWEI Y5 lite 2017;Huawei;N/A
CRO-L23;HUAWEI Y5 lite 2017;Huawei;N/A
HUAWEI CRO-L03;HUAWEI Y5 lite 2017;Huawei;N/A
HUAWEI CRO-L23;HUAWEI Y5 lite 2017;Huawei;N/A
CAG-L03;HUAWEI Y5 lite 2018;Huawei;N/A
CAG-L23;HUAWEI Y5 lite 2018;Huawei;N/A
MYA-L11;HUAWEI Y6 2017;Huawei;N/A
ATU-L11;HUAWEI Y6 2018;Huawei;N/A
ATU-L21;HUAWEI Y6 2018;Huawei;N/A
ATU-L22;HUAWEI Y6 2018;Huawei;N/A
ATU-LX3;HUAWEI Y6 2018;Huawei;N/A
MRD-LX1;HUAWEI Y6 2019;Huawei;N/A
MRD-LX1F;HUAWEI Y6 2019;Huawei;N/A
MRD-LX1N;HUAWEI Y6 2019;Huawei;N/A
MRD-LX3;HUAWEI Y6 2019;Huawei;N/A
ATU-L31;HUAWEI Y6 Prime 2018;Huawei;N/A
ATU-L42;HUAWEI Y6 Prime 2018;Huawei;N/A
MRD-LX2;HUAWEI Y6 Pro 2019;Huawei;N/A
HUAWEI CAM-L53;HUAWEI Y6II;Huawei;N/A
LDN-L01;HUAWEI Y7 2018;Huawei;N/A
LDN-L21;HUAWEI Y7 2018;Huawei;N/A
LDN-LX3;HUAWEI Y7 2018;Huawei;N/A
DUB-LX1;HUAWEI Y7 2019;Huawei;N/A
DUB-LX3;HUAWEI Y7 2019;Huawei;N/A
LDN-L21;HUAWEI Y7 Prime 2018;Huawei;N/A
LDN-LX2;HUAWEI Y7 Prime 2018;Huawei;N/A
DUB-LX2;HUAWEI Y7 Pro 2019;Huawei;N/A
FLA-LX1;HUAWEI Y9 2018;Huawei;N/A
FLA-LX2;HUAWEI Y9 2018;Huawei;N/A
FLA-LX3;HUAWEI Y9 2018;Huawei;N/A
JKM-LX1;HUAWEI Y9 2019;Huawei;N/A
JKM-LX2;HUAWEI Y9 2019;Huawei;N/A
JKM-LX3;HUAWEI Y9 2019;Huawei;N/A
BAC-L21;HUAWEI nova 2 Plus;Huawei;N/A
BAC-L22;HUAWEI nova 2 Plus;Huawei;N/A
LDN-LX2;HUAWEI nova 2 lite;Huawei;N/A
704HW;HUAWEI nova lite 2;Huawei;N/A
POT-LX2J;HUAWEI nova lite 3;Huawei;N/A
608HW;HUAWEI nova lite for Y!mobile;Huawei;N/A
KOB-L09;HUWEI MediaPad T3;Huawei;N/A
KOB-W09;HUWEI MediaPad T3;Huawei;N/A
HW-03E;HW-03E;Huawei;N/A
HWT31;HWT31;Huawei;N/A
Hol-T00;Hol-T00;Huawei;N/A
Hol-U10;Hol-U10;Huawei;N/A
Hol-U19;Hol-U19;Huawei;N/A
COL-AL00;Honor 10;Huawei;N/A
COL-AL10;Honor 10;Huawei;N/A
COL-L29;Honor 10;Huawei;N/A
COL-TL10;Honor 10;Huawei;N/A
HRY-AL00;Honor 10 Lite;Huawei;N/A
HRY-AL00a;Honor 10 Lite;Huawei;N/A
SCC-U21;Honor 4A;Huawei;N/A
SCL-AL00;Honor 4A;Huawei;N/A
SCL-CL00;Honor 4A;Huawei;N/A
SCL-TL00;Honor 4A;Huawei;N/A
SCL-TL00H;Honor 4A;Huawei;N/A
HUAWEI LYO-L21;Honor 5A;Huawei;N/A
LYO-L21;Honor 5A;Huawei;N/A
NEM-L21;Honor 5C;Huawei;N/A
NEM-L22;Honor 5C;Huawei;N/A
NEM-L51;Honor 5C;Huawei;N/A
KIW-L21;Honor 5X;Huawei;N/A
KIW-TL00H;Honor 5X;Huawei;N/A
DLI-L22;Honor 6A;Huawei;N/A
DLI-TL20;Honor 6A;Huawei;N/A
BLN-L24;Honor 6X;Huawei;N/A
PLK-AL10;Honor 7;Huawei;N/A
PLK-CL00;Honor 7;Huawei;N/A
PLK-L01;Honor 7;Huawei;N/A
PLK-TL00;Honor 7;Huawei;N/A
PLK-TL01H;Honor 7;Huawei;N/A
PLK-UL00;Honor 7;Huawei;N/A
AUM-AL00;Honor 7A;Huawei;N/A
AUM-AL20;Honor 7A;Huawei;N/A
AUM-L29;Honor 7A;Huawei;N/A
AUM-L33;Honor 7A;Huawei;N/A
AUM-TL00;Honor 7A;Huawei;N/A
AUM-TL20;Honor 7A;Huawei;N/A
DUA-L22;Honor 7A;Huawei;N/A
AUM-L41;Honor 7C;Huawei;N/A
LND-AL30;Honor 7C;Huawei;N/A
LND-AL40;Honor 7C;Huawei;N/A
LND-L29;Honor 7C;Huawei;N/A
LND-TL30;Honor 7C;Huawei;N/A
LND-TL40;Honor 7C;Huawei;N/A
DUA-AL00;Honor 7S;Huawei;N/A
DUA-L22;Honor 7S;Huawei;N/A
DUA-LX3;Honor 7S;Huawei;N/A
BND-L21;Honor 7X;Huawei;N/A
BND-L24;Honor 7X;Huawei;N/A
BND-L31;Honor 7X;Huawei;N/A
ATH-AL00;Honor 7i;Huawei;N/A
ATH-CL00;Honor 7i;Huawei;N/A
FRD-AL00;Honor 8;Huawei;N/A
FRD-AL10;Honor 8;Huawei;N/A
FRD-DL00;Honor 8;Huawei;N/A
FRD-L04;Honor 8;Huawei;N/A
FRD-L09;Honor 8;Huawei;N/A
FRD-L14;Honor 8;Huawei;N/A
FRD-L19;Honor 8;Huawei;N/A
FRD-L24;Honor 8;Huawei;N/A
FRD-TL00;Honor 8;Huawei;N/A
PRA-LX1;Honor 8 Lite;Huawei;N/A
DUK-L09;Honor 8 Pro;Huawei;N/A
VEN-L22;Honor 8 Smart;Huawei;N/A
JAT-L29;Honor 8A;Huawei;N/A
JAT-L41;Honor 8A;Huawei;N/A
JAT-LX1;Honor 8A;Huawei;N/A
JAT-LX3;Honor 8A;Huawei;N/A
BKK-L21;Honor 8C;Huawei;N/A
JSN-L21;Honor 8X;Huawei;N/A
JSN-L22;Honor 8X;Huawei;N/A
JSN-L23;Honor 8X;Huawei;N/A
ARE-L22HN;Honor 8X Max;Huawei;N/A
JSN-L42;Honor 8x;Huawei;N/A
STF-AL00;Honor 9;Huawei;N/A
STF-AL10;Honor 9;Huawei;N/A
STF-L09;Honor 9;Huawei;N/A
STF-TL10;Honor 9;Huawei;N/A
LLD-L21;Honor 9 Lite;Huawei;N/A
LLD-L31;Honor 9 Lite;Huawei;N/A
LLD-AL20;Honor 9N;Huawei;N/A
M321;Honor Box;Huawei;N/A
HiTV-M1;Honor Box Pro;Huawei;N/A
M311;Honor Box voice;Huawei;N/A
HUAWEI NTS-AL00;Honor Magic;Huawei;N/A
NTS-AL00;Honor Magic;Huawei;N/A
TNY-AL00;Honor Magic 2;Huawei;N/A
TNY-TL00;Honor Magic 2;Huawei;N/A
RVL-AL09;Honor Note10;Huawei;N/A
COR-AL00;Honor Play;Huawei;N/A
COR-AL10;Honor Play;Huawei;N/A
COR-L29;Honor Play;Huawei;N/A
COR-TL10;Honor Play;Huawei;N/A
BKL-AL00;Honor V10;Huawei;N/A
BKL-AL20;Honor V10;Huawei;N/A
BKL-TL10;Honor V10;Huawei;N/A
KNT-AL10;Honor V8;Huawei;N/A
KNT-AL20;Honor V8;Huawei;N/A
KNT-TL10;Honor V8;Huawei;N/A
KNT-UL10;Honor V8;Huawei;N/A
DUK-AL20;Honor V9;Huawei;N/A
DUK-TL30;Honor V9;Huawei;N/A
BKL-L04;Honor View 10;Huawei;N/A
BKL-L09;Honor View 10;Huawei;N/A
H30-T10;Honor3;Huawei;N/A
H30-U10;Honor3;Huawei;N/A
HUAWEI HN3-U00;Honor3;Huawei;N/A
HUAWEI HN3-U01;Honor3;Huawei;N/A
JAT-AL00;Honor\xc2\xa08A;Huawei;N/A
H1711;Huawei Ascend XT2\xe2\x84\xa2;Huawei;N/A
H1711z;Huawei Elate\xe2\x84\xa2;Huawei;N/A
AGS2-L03;Huawei MediaPad T5;Huawei;N/A
AGS2-L09;Huawei MediaPad T5;Huawei;N/A
AGS2-W19;Huawei MediaPad T5;Huawei;N/A
PIC-LX9;Huawei Nova 2;Huawei;N/A
Comet;IDEOS;Huawei;N/A
Ideos;IDEOS;Huawei;N/A
Ideos;IDEOS;Huawei;N/A
Ice-Twist;Ice-Twist;Huawei;N/A
Huawei U8800-51;Ideos X5;Huawei;N/A
IDEOS X5;Ideos X5;Huawei;N/A
U8800;Ideos X5;Huawei;N/A
U8800-51;Ideos X5;Huawei;N/A
H1622;Kiwi-2;Huawei;N/A
HUAWEI M2-A01L;LISZT;Huawei;N/A
HUAWEI M2-A01W;LISZT;Huawei;N/A
HUAWEI M2-801L;M2;Huawei;N/A
HUAWEI M2-801W;M2;Huawei;N/A
HUAWEI M2-802L;M2;Huawei;N/A
HUAWEI M2-803L;M2;Huawei;N/A
M220;M220;Huawei;N/A
M220c;M220;Huawei;N/A
dTV01;M220;Huawei;N/A
BTV-DL09;M3;Huawei;N/A
BTV-W09;M3;Huawei;N/A
M310;M310;Huawei;N/A
M620;M620;Huawei;N/A
TB01;M620;Huawei;N/A
HUAWEI-M835;M835;Huawei;N/A
M860;M860;Huawei;N/A
M865;M865;Huawei;N/A
USCCADR3305;M865;Huawei;N/A
HUAWEI M868;M868;Huawei;N/A
RNE-AL00;MAIMANG 6;Huawei;N/A
SNE-AL00;MAIMANG 7;Huawei;N/A
MS4C;MS4C;Huawei;N/A
HUAWEI MT1-U06;MT1;Huawei;N/A
HUAWEI MT2-L01;MT2-L01;Huawei;N/A
HUAWEI MT2-L02;MT2-L02;Huawei;N/A
MT2L03;MT2-L03;Huawei;N/A
HUAWEI MT2-L05;MT2-L05;Huawei;N/A
MT2L03;MT2L03LITE;Huawei;N/A
HUAWEI MT1-T00;Mate;Huawei;N/A
ALP-AL00;Mate 10;Huawei;N/A
ALP-L09;Mate 10;Huawei;N/A
ALP-L29;Mate 10;Huawei;N/A
ALP-TL00;Mate 10;Huawei;N/A
BLA-A09;Mate 10 Pro;Huawei;N/A
BLA-AL00;Mate 10 Pro;Huawei;N/A
BLA-L09;Mate 10 Pro;Huawei;N/A
BLA-L29;Mate 10 Pro;Huawei;N/A
BLA-TL00;Mate 10 Pro;Huawei;N/A
RNE-L01;Mate 10 lite;Huawei;N/A
RNE-L03;Mate 10 lite;Huawei;N/A
RNE-L21;Mate 10 lite;Huawei;N/A
RNE-L23;Mate 10 lite;Huawei;N/A
HMA-AL00;Mate 20;Huawei;N/A
HMA-L09;Mate 20;Huawei;N/A
HMA-L29;Mate 20;Huawei;N/A
HMA-TL00;Mate 20;Huawei;N/A
LYA-AL00;Mate 20 Pro;Huawei;N/A
LYA-AL10;Mate 20 Pro;Huawei;N/A
LYA-L09;Mate 20 Pro;Huawei;N/A
LYA-L29;Mate 20 Pro;Huawei;N/A
LYA-TL00;Mate 20 Pro;Huawei;N/A
LYA-AL00P;Mate 20 RS;Huawei;N/A
EVR-AL00;Mate 20 X;Huawei;N/A
EVR-L29;Mate 20 X;Huawei;N/A
EVR-TL00;Mate 20 X;Huawei;N/A
SNE-LX1;Mate 20 lite;Huawei;N/A
SNE-LX2;Mate 20 lite;Huawei;N/A
SNE-LX3;Mate 20 lite;Huawei;N/A
HUAWEI MT7-CL00;Mate 7;Huawei;N/A
HUAWEI MT7-J1;Mate 7;Huawei;N/A
HUAWEI MT7-L09;Mate 7;Huawei;N/A
HUAWEI MT7-TL00;Mate 7;Huawei;N/A
HUAWEI MT7-TL10;Mate 7;Huawei;N/A
HUAWEI MT7-UL00;Mate 7;Huawei;N/A
HUAWEI NXT-AL10;Mate 8;Huawei;N/A
HUAWEI NXT-CL00;Mate 8;Huawei;N/A
HUAWEI NXT-DL00;Mate 8;Huawei;N/A
HUAWEI NXT-L09;Mate 8;Huawei;N/A
HUAWEI NXT-L29;Mate 8;Huawei;N/A
HUAWEI NXT-TL00;Mate 8;Huawei;N/A
HUAWEI NXT-TL00B;Mate 8;Huawei;N/A
NXT-AL10;Mate 8;Huawei;N/A
NXT-CL00;Mate 8;Huawei;N/A
NXT-DL00;Mate 8;Huawei;N/A
NXT-L09;Mate 8;Huawei;N/A
NXT-L29;Mate 8;Huawei;N/A
NXT-TL00;Mate 8;Huawei;N/A
MHA-AL00;Mate 9;Huawei;N/A
MHA-L09;Mate 9;Huawei;N/A
MHA-L29;Mate 9;Huawei;N/A
MHA-TL00;Mate 9;Huawei;N/A
LON-AL00;Mate 9 Pro;Huawei;N/A
LON-L29;Mate 9 Pro;Huawei;N/A
HUAWEI CRR-CL00;Mate S;Huawei;N/A
HUAWEI CRR-CL20;Mate S;Huawei;N/A
HUAWEI CRR-L09;Mate S;Huawei;N/A
HUAWEI CRR-TL00;Mate S;Huawei;N/A
HUAWEI CRR-UL00;Mate S;Huawei;N/A
HUAWEI CRR-UL20;Mate S;Huawei;N/A
HUAWEI MT2-C00;Mate2;Huawei;N/A
HUAWEI MediaPad T1 7.0 3G;MediaPad;Huawei;N/A
T1 7.0;MediaPad;Huawei;N/A
T1-701u;MediaPad;Huawei;N/A
T1-701ua;MediaPad;Huawei;N/A
T1-701us;MediaPad;Huawei;N/A
T1-701w;MediaPad;Huawei;N/A
Telpad QS;MediaPad;Huawei;N/A
MediaPad 10 FHD;MediaPad 10 FHD;Huawei;N/A
MediaPad 10 LINK;MediaPad 10 Link;Huawei;N/A
dtab 01;MediaPad 10 Link;Huawei;N/A
402HW;MediaPad 10 Link+;Huawei;N/A
MediaPad 10 Link+;MediaPad 10 Link+;Huawei;N/A
S10-232L;MediaPad 10 Link+;Huawei;N/A
SpeedTAB;MediaPad 10 Link+;Huawei;N/A
MediaPad 7 Lite;MediaPad 7 Lite;Huawei;N/A
Telpad QS;MediaPad 7 Lite Quad;Huawei;N/A
Telpad Quad S;MediaPad 7 Lite Quad;Huawei;N/A
MediaPad 7 Vogue;MediaPad 7 Vogue;Huawei;N/A
MediaPad 7 Youth 2;MediaPad 7 Youth2;Huawei;N/A
S7-721u;MediaPad 7 Youth2;Huawei;N/A
403HW;MediaPad M1 8.0;Huawei;N/A
CNPC Security Pad S1;MediaPad M1 8.0;Huawei;N/A
HUAWEI MediaPad M1 8.0;MediaPad M1 8.0;Huawei;N/A
MediaPad M1 8.0;MediaPad M1 8.0;Huawei;N/A
MediaPad M1 8.0 (LTE);MediaPad M1 8.0;Huawei;N/A
MediaPad M1 8.0 (WIFI);MediaPad M1 8.0;Huawei;N/A
S8-303L;MediaPad M1 8.0;Huawei;N/A
S8-303LT;MediaPad M1 8.0;Huawei;N/A
S8-306L;MediaPad M1 8.0;Huawei;N/A
BAH-AL00;MediaPad M3 Lite 10;Huawei;N/A
BAH-L09;MediaPad M3 Lite 10;Huawei;N/A
BAH-W09;MediaPad M3 Lite 10;Huawei;N/A
605HW;MediaPad T2 10.0 Pro;Huawei;N/A
606HW;MediaPad T2 10.0 Pro;Huawei;N/A
FDR-A05L;MediaPad T2 10.0 Pro;Huawei;N/A
FDR-A01L;MediaPad T2 10.0 pro;Huawei;N/A
FDR-A01w;MediaPad T2 10.0 pro;Huawei;N/A
FDR-A03L;MediaPad T2 10.0 pro;Huawei;N/A
BGO-DL09;MediaPad T2 7.0;Huawei;N/A
BGO-L03;MediaPad T2 7.0;Huawei;N/A
JDN-AL00;MediaPad T2 8.0 Pro;Huawei;N/A
JDN-L01;MediaPad T2 8.0 Pro;Huawei;N/A
JDN-W09;MediaPad T2 8.0 Pro;Huawei;N/A
BG2-U01;MediaPad T3 7;Huawei;N/A
BG2-W09;MediaPad T3 7;Huawei;N/A
MediaPad 7 Lite II;MediaPad Vogue;Huawei;N/A
MediaPad 7 Vogue;MediaPad Vogue;Huawei;N/A
7D-501u;MediaPad X1 7.0;Huawei;N/A
MediaPad X1;MediaPad X1 7.0;Huawei;N/A
MediaPad X1 7.0;MediaPad X1 7.0;Huawei;N/A
X1 7.0;MediaPad X1 7.0;Huawei;N/A
MediaPad 7 Youth;MediaPad Youth;Huawei;N/A
MediaPad 7 Vogue;MediaPad7;Huawei;N/A
M380-10;MediaQ M380;Huawei;N/A
Nexus 6P;Nexus 6P;Huawei;4.2
INE-LX2r;Nova 3i;Huawei;N/A
VTR-AL00;P10;Huawei;N/A
VTR-L09;P10;Huawei;N/A
VTR-L29;P10;Huawei;N/A
VTR-TL00;P10;Huawei;N/A
VKY-AL00;P10 Plus;Huawei;N/A
VKY-L09;P10 Plus;Huawei;N/A
VKY-L29;P10 Plus;Huawei;N/A
VKY-TL00;P10 Plus;Huawei;N/A
WAS-L03T;P10 lite;Huawei;N/A
WAS-LX1;P10 lite;Huawei;N/A
WAS-LX1A;P10 lite;Huawei;N/A
WAS-LX2;P10 lite;Huawei;N/A
WAS-LX2J;P10 lite;Huawei;N/A
WAS-LX3;P10 lite;Huawei;N/A
HUAWEI P2-6070;P2;Huawei;N/A
EML-AL00;P20;Huawei;N/A
EML-L09;P20;Huawei;N/A
EML-L29;P20;Huawei;N/A
